descriptor_id,descriptor,cleaned_descriptor,merchant_name,merchant_city,merchant_state,merchant_postal_code,merchant_country,merchant_id
24dd92a6-8f60-4e3b-9be3-db8a5a47fecf,CITY-MARK 711 E. COOPE,CITY MARK E COOPE,City Market,,CO,81611,USA,6899ec1e-99be-4a54-906c-2af2c5013b51
264595e8-cff7-40fc-b9d0-cd1997dfa50c,SIXFLAGS MM VALENCIACA,SIXFLAGS MM VALENCIACA,Six Flags,,CA,91355,USA,30d98946-1e0b-42a8-8951-6d3e7cff2638
26807373-06cd-49aa-99c8-4ac9501e7ae9,AMERICAN AI 0012214130063,AMERICAN AI,American Airlines,,TX,76155,USA,0c9da074-ce31-43a9-a7bf-27b3d493092a
26a413f9-787a-4a50-964d-18ef7c4e0bbe,WHOLEFDS NOM #10773,WHOLEFDS NOM,Whole Foods Market,,NY,,USA,90999ee1-01bb-41dc-886e-34c9b6cd012d
26aa9221-daec-45dd-831c-38d1245c0b42,WINGSTOP - 1802 - MCOM,WINGSTOP MCOM,Wingstop,,GA,,USA,78bbef3f-7501-4a9c-9ed0-3f70e04ddfa4
26aadfb8-2d1a-45cd-8c5f-d95cc5d54ee2,WHOLEFDS WDL #10574,WHOLEFDS WDL,Whole Foods Market,,TX,,USA,90999ee1-01bb-41dc-886e-34c9b6cd012d
26b83924-c24d-494e-9b48-de8acb39a4b9,IKEA GIFT CARD,IKEA GIFT CARD,Ikea,,ME,,USA,5cc99a2b-7c71-4e8d-a292-52ce22d8ba3c
26f152f7-e77f-4bf2-a024-66c1b089d625,CHICK-FIL-A #00358,CHICK FIL A,Chick-Fil-A,,FL,34957,USA,3cf2e099-45dd-494a-9a8e-c93b61ed4146
273a71d2-a4d7-4c41-a2ee-3d547eaf824d,PANERA BREAD #500000 O,PANERA BREAD O,Panera Bread,,MO,63127,USA,0afb7f85-ea84-4b73-85ee-e39980c931c2
28772a79-9dc4-4e89-81cd-95bfb5cee231,KLARNA*KLARNA,KLARNA,Klarna,,DE,19801,USA,633a1451-a94c-47a0-9cd0-3fa2dd41ea16
2936960a-a523-49ff-8c29-e58021bf2df1,STARBUCKS STORE 0554,STARBUCKS STORE,Starbucks,,AZ,85032,USA,58d73886-a87e-49e5-8a72-b90f14bca106
29946a96-5ea3-4480-92d1-7b9f1af20c93,MACYS  CRABTREE CENTER,MACYS CRABTREE CENTER,Macy'S,,37,27612,USA,df778d6b-989c-4e8d-8904-c6cd7707d8c1
2a11ca99-effc-4174-b815-c6debe759658,WALMART+ MEMBERSHIP,WALMART MEMBERSHIP,Walmart,,05,72716,USA,b44e177a-7699-4b7b-9e48-0aa438f3edef
2a7b53e0-82b4-4ce3-9ca2-2d6816441f39,WL *STEAM PURCHASE,,WL *STEAM PURCHASE,,WA,98004,USA,
2b4f50ae-34a0-4095-a400-18e96f100107,WALGREENS 1050 GILMAN,WALGREENS GILMAN,Walgreens,,CA,94710,USA,96d73295-5392-4975-a0cd-aabca0fb7ddc
2b6e7cfe-f7fa-402f-8f04-e9d7673a71ba,AMC MOBILE SUPPORT.GOOGL,,AMC Theatres,,CA,,,
2b8a31ee-ef13-488b-8e79-35892f34cc19,Amc Flagship,,AMC Theatres,,PA,,,
2bca3d5b-c105-411a-a288-9c608b398eaa,CS *IKEA GIFT CARD,CS,Cvs,,ME,,USA,e3b217ae-f1ed-4cb6-b056-295abddc7e8d
2bdab397-23fc-46de-81ce-4e4b1a1eed1e,DUNKIN' MOBILE GP,DUNKIN MOBILE GP,Dunkin',,MA,02021,USA,38c51a81-748f-458c-9b02-71c0c49f286a
2c7feaef-9039-463c-a214-73a068704fb9,STAPLES PROMOTIONAL PR,STAPLES PROMOTIONAL PR,Staples,,KS,662100000,USA,b823b323-cde1-4edc-8c84-f7d7520aed5e
2cad1b5f-5818-4c35-a2d5-c3f011e1342c,WALGREENS 5695 ALTON P,WALGREENS ALTON P,Walgreens,,CA,92618,USA,96d73295-5392-4975-a0cd-aabca0fb7ddc
2d1cc4ef-4718-439b-a4b0-30fef62f8f3b,Debit Card purchase DILLONS #0039 EMPORIA KS #8965,DEBIT CARD PURCHASE DILLONS EMPORIA KS,Dillons,Emporia,KS,,,573d2f19-284d-49df-9684-5c5cb360607a
2d26ceaf-6c33-4623-997c-ab2a25efefff,WM SUPERCENTER #3533,WALMART,Walmart,,08,80207,USA,b44e177a-7699-4b7b-9e48-0aa438f3edef
2dacda61-972f-475e-bfb0-402a07141425,eBay O*27-11211-91021,EBAY O,Ebay,,06,95131,USA,619e0c0f-7b7f-41a0-84d5-1920a88e5eff
2dbe5d8f-beb5-4bc1-a005-44d1d1523b0e,#000000013568 DILLONS #0020 7707 E. CENTRAL,DILLONS E CENTRAL,Dillons,Wichita,KS,67206,,573d2f19-284d-49df-9684-5c5cb360607a
2eb7023d-601b-42d6-81c2-09e301c64e81,"ETSY, INC.",ETSY INC,Etsy,,NY,,USA,61d2fdd9-3b4c-4510-ad54-daf4ee7d1750
2eeb4694-324e-4924-921a-6281001eb201,ADIDAS 642 YONKERS NY 286444 08/16,ADIDAS,Adidas,,NY,,,ab705d99-bb1a-4a3c-8c35-5d8137a8263e
2f1ddeb4-8bff-4292-9be7-bc85b80e0d8e,LinkedIn Pre P12306932,LINKEDIN PRE P12306932,Linkedin,,CA,94043,USA,a7195b2a-196b-4b52-86e5-0102029d6dc2
3029274f-303d-4c0c-a9df-6dab9f494afc,Uniqlo USA LLC,UNIQLO USA LLC,Uniqlo,,NY,10012,USA,63f628a8-bc7a-495e-9a20-814311bfa2a5
3099f23c-676c-49cd-85b1-d8648bb7f4c6,MCDONALD'S F32116,MCDONALD S F32116,Mcdonald'S,,CA,95337,USA,a971af14-f021-4080-b511-ad47b5b2f0dc
30dc0da8-7840-4482-a435-300d6066f76f,COSTCO ANNUAL RENEWAL,COSTCO ANNUAL RENEWAL,Costco,,53,98027,USA,902e7383-061f-44a8-8faa-4582d559dd3e
30e455fa-7dfa-4160-9353-2d42b3d6e155,MACYS  AVENTURA,MACYS AVENTURA,Macy'S,,FL,33180,USA,df778d6b-989c-4e8d-8904-c6cd7707d8c1
3101a9ee-27b6-43cc-991e-7a5bd2a933e4,KROGER #7 #1 TROY SQ.,KROGER 7 1 TROY SQ,Kroger,,MO,63379,USA,78ae4727-267a-48f4-81fa-957896f77017
3101ed61-6d19-4e73-b1fb-bca539b3ecf9,Adobe,ADOBE,Adobe,,CA,95110,USA,67d7c342-a16e-434f-b0af-824f62496cb1
31742054-9cd4-48f0-b7db-402caf1436f5,AMERICAN AIR AA EKXCIW,AMERICAN AIR AA EKXCIW,American Airlines,,AZ,85034,USA,0c9da074-ce31-43a9-a7bf-27b3d493092a
31ef26b3-6719-4d9f-a679-62ca9a0f631d,CNSCWWW.TARGET.COM 882102,CNSCWWW TARGET COM,Target,,MN,,USA,5708f213-3880-4f90-9670-0d9d70430050
31f788c8-e84c-4f2a-9423-43ecffcb9901,DAIRY QUEEN #17356,DAIRY QUEEN,Dairy Queen,,PA,19428,USA,dfd5e19a-546d-4662-aebc-e5b87b0c6a18
32f002f2-c160-4a74-9ce1-7882a3e2fab1,AMERICAN AIR AA FNUCEL,AMERICAN AIR AA FNUCEL,American Airlines,,AZ,85034,USA,0c9da074-ce31-43a9-a7bf-27b3d493092a
3338ca4c-129e-40a4-93b4-9b745de70b3a,Costco,COSTCO,Costco,Garden Grove,CA,92843,,902e7383-061f-44a8-8faa-4582d559dd3e
339cb8a5-6a99-4c6b-a26f-e756033a207d,COACH OUTLET,COACH OUTLET,Coach Outlet,,NY,,USA,7306211f-cceb-490d-bc9c-07fa78e20a15
34335b86-90f5-4ccc-bc72-d8adee503ec5,NIKE.COM,NIKE COM,Nike,,OR,970050000,USA,af335e15-e401-4327-af9d-85471b17c941
345a3313-3d47-4d8a-81b1-4220595d44b6,CHICK-FIL-A #04792,CHICK FIL A,Chick-Fil-A,,LA,70404,USA,3cf2e099-45dd-494a-9a8e-c93b61ed4146
34908d4c-b7c8-4fb4-a405-eb4f5721f5b0,Purchase DD *DOORDASH GIORDANOS,,Giordano's,San Francisco,CA,,,
34dfeaf6-90ff-4c31-8807-2ee6641b9d91,Amc Carolina Pav,,AMC Theatres,,NC,,,
35343465-24a3-4bbd-b3fa-448f289dfa1b,ATT* BILL PAYMENT,ATT,At&T,,TX,75211,USA,47a0ced9-0ab8-4832-b812-20a8a8f57e87
35b41327-f81d-491d-a654-c78d5683e7e1,CS *GRUBHUB GIFT CARD,CS,Cvs,,ME,,USA,e3b217ae-f1ed-4cb6-b056-295abddc7e8d
36456d0b-660e-429d-aef1-8bdc28eaf274,AVIANCA LIFEMILES,AVIANCA LIFEMILES,Avianca Airlines,,FL,33166,USA,5c731ebd-a292-4854-870f-1b09236f19f7
36587a5e-a418-45aa-bf0e-ddc4d12d6ecb,Uniqlo USA LLC UNIQLO_,UNIQLO USA LLC UNIQLO_,Uniqlo,,NY,10003,USA,63f628a8-bc7a-495e-9a20-814311bfa2a5
3679a3dd-6583-468c-866a-d43e789929b6,BUFFALO WILD ECOM 0628,BUFFALO WILD ECOM,Buffalo Wild Wings,,TX,79912,USA,e97f7c74-dd41-4c85-98a7-8e7a2f37d9d0
36850fb9-3bab-4e80-ac46-71159de46015,Chevron/hallmark Petrol,CHEVRON HALLMARK PETROL,Chevron,Callaway,FL,,,fad11490-5c49-4fb8-bd94-a1ab9f751fd3
36a3ecb9-d2e3-4b2b-bb6f-92466ca6d0e0,DILLONS #0010,DILLONS,Dillons,Hutchinson,KS,,,573d2f19-284d-49df-9684-5c5cb360607a
36ffba65-fd5e-404b-a02f-4311913fca31,NNTCWWW.TARGET.COM 762301,NNTCWWW TARGET COM,Target,,MN,,USA,5708f213-3880-4f90-9670-0d9d70430050
370a8b81-d879-49cb-9e34-ce26e7e6e3c1,Amc Ritz,AMC RITZ,Amc Theatres,,GA,,,b575cdc0-5dd8-4549-86a1-c52d8bc593df
383f04cd-ff1e-4493-8f95-79828d2d32fb,WAL-MART #2627,WAL MART,H Mart,,FL,33612,USA,9af19142-a550-45f6-a17f-d32a9cb1cf81
3884ed1a-5ba2-47ad-b50b-8ff39d9d1c46,WAL-MART #0920,WAL MART,H Mart,,GA,310880000,USA,9af19142-a550-45f6-a17f-d32a9cb1cf81
397cdf1b-cade-4560-8bd2-e08f11af4792,DD *DOORDASH SLIMCHICK,DOORDASH,Doordash,,CA,,,af07a9f0-ed11-4643-ac0d-cb508f0b8ad5
398f1381-c5c7-4d60-ac9a-a702bda95cc8,LinkedIn Pre P20739127,LINKEDIN PRE P20739127,Linkedin,,CA,94043,USA,a7195b2a-196b-4b52-86e5-0102029d6dc2
39be701f-ec3e-4bb2-8e00-6babfa29d614,IKEA 434556782,IKEA,Ikea,,MD,,USA,5cc99a2b-7c71-4e8d-a292-52ce22d8ba3c
39c47122-1b00-4189-b529-810279d765d2,COACH CASHSTAR EGFTCRD,,COACH CASHSTAR EGFTCRD,,ME,,USA,
3a2be8d5-ce37-4cd1-8694-d335446e89d6,IBOTTA* TACO BE DENVER /CO US CARD PURCHASE,IBOTTA,Ibotta,Denver,CO,,,70c572a1-545b-4e46-8e50-4bcda16c4e34
3a380b67-9bf2-402a-9e64-44b97a71e6e5,Disney Plus,DISNEY PLUS,Disney+,,CA,,USA,261194ac-5a6c-49b5-a728-f66a9543b1c4
3b272dac-cef9-40f6-9d8a-60a8ddf3e618,SEARS 7936,SEARS,Sears,,TX,78664,USA,1aafa4a6-08d6-40c9-abae-974a43ed7a4b
3ba4f197-4c24-44c2-964a-7d1e0096f851,DELTA       0062227642940,DELTA,Delta Air Lines,,GA,30354,USA,f3677d26-ebe2-4a7a-bcb3-a5ed3f2b551b
3bd4f981-c7d9-4c40-9d9b-e3e41b03cc11,WAL-MART #2553,WAL MART,H Mart,,CA,,USA,9af19142-a550-45f6-a17f-d32a9cb1cf81
3c21757a-9c8c-4c13-b6dd-e7a9fed56f24,TARGET        00003210,TARGET,Target,,CA,94061,USA,5708f213-3880-4f90-9670-0d9d70430050
3c95b4f6-faa3-45e7-bd51-5eb011e9fce1,Farfetch,FARFETCH,Farfetch,,CA,90023,USA,547a4685-a1dc-4c9b-b8d7-ff734465c02e
3c983467-681e-48ff-b109-3af53627de9b,WALGREENS 833 SW WILSH,WALGREENS SW WILSH,Walgreens,,TX,76028,USA,96d73295-5392-4975-a0cd-aabca0fb7ddc
3c9f846f-5b58-4f9a-b7fe-be3a37ade46d,TM *OASIS,TM,Ticketmaster,,CA,90028,USA,5fd8fa54-4876-4e8b-9a6a-3e515b98b998
3d062831-6891-4d93-8603-3c1b530eef22,ADOBE INC.,ADOBE INC,Adobe,,CA,951100000,USA,67d7c342-a16e-434f-b0af-824f62496cb1
3d7c2ca5-4264-4e77-89d9-ab28b2277a4b,WMT PLUS Nov 2024,,WMT PLUS Nov 2024,,AR,72716,USA,
3d9ebd44-e667-4b04-90e1-25f489831922,TOM THUMB #1780,,TOM THUMB #1780,,TX,76248,USA,
3e30ff04-15c0-491c-b98d-023f0fef3a88,ADOBE INC.,ADOBE INC,Adobe,,06,951100000,USA,67d7c342-a16e-434f-b0af-824f62496cb1
3f385f13-c5bc-4d9c-a40b-a35e1372e317,KROGER #7 12400 FM 196,KROGER 7 FM,Kroger,,TX,77065,USA,78ae4727-267a-48f4-81fa-957896f77017
3fe5236d-70a3-497f-89df-84a8157ea3b1,Etsy.com - katherinespra,ETSY COM KATHERINESPRA,Etsy,,NY,11201,USA,61d2fdd9-3b4c-4510-ad54-daf4ee7d1750
40a6e38e-a0e0-4ba3-ba7e-360ab38ef53b,WALMART 3 2550 S KOLB,WALMART 3 S KOLB,Walmart,,AZ,85710,USA,b44e177a-7699-4b7b-9e48-0aa438f3edef
40f4c308-14ca-4d48-a8b8-47f976c70aed,AUNTIE ANNES & CINNABO,AUNTIE ANNES CINNABO,Auntie Anne'S,,OH,441350000,USA,790ac5c8-f700-46de-806e-0981247a06c6
4116c7da-605a-4757-b337-705e1a464760,TM *TICKETMASTER,TM,Ticketmaster,,CA,90028,USA,5fd8fa54-4876-4e8b-9a6a-3e515b98b998
4121ed7a-1cbc-4be7-bc00-80702d4d6f45,WL *STEAM PURCHASE,,WL *STEAM PURCHASE,,WA,98004,USA,
4121f09e-197c-45ac-b8a7-e86781fb8bd7,MACYS   .COM,,MACYS   .COM,,OH,,USA,
4147dffc-18de-400c-a1e1-d5a7e043bbde,LongHorn BBQ,LONGHORN BBQ,Longhorn Steakhouse,,36,10001,USA,54e2404b-32f1-49f4-97f4-f6805ac4b4df
4163f4f9-8242-453c-a573-f7c908ad55a6,TESLA,TESLA,Tesla,,06,94304,USA,6cd60727-a74a-451a-beae-62209474ad8b
42049f43-f416-4ad1-b91f-82b9ca37027d,Dd *Doordashdoubledash Doordash.com,DOORDASH,Doordash,,CA,,US,af07a9f0-ed11-4643-ac0d-cb508f0b8ad5
423d3dfa-6394-486b-aac4-5e699c44427f,BEST BUY CO   00026740,BEST BUY CO,Best Buy,,MN,55423,USA,e7c22c18-09a6-4dee-b28d-41215f163ba2
4324a4bf-d768-4166-9670-1e92e39cea3e,HARRYS 888-212-6855,HARRYS,Harry'S,,NY,10013,USA,1cb91e09-7907-486e-947f-eb9910f8c731
4343046e-acac-437c-b1a8-800a34e15551,Walgreens,WALGREENS,Walgreens,Danbury,CT,06810,,96d73295-5392-4975-a0cd-aabca0fb7ddc
45032c46-c9c4-4794-8fdc-ccd96d3ca4a1,TM *TICKETMASTER,TM,Ticketmaster,,06,90028,USA,5fd8fa54-4876-4e8b-9a6a-3e515b98b998
450abc3e-2ef8-4e97-aea7-58c4a8677063,LinkedIn Pre P18601186,LINKEDIN PRE P18601186,Linkedin,,CA,94043,USA,a7195b2a-196b-4b52-86e5-0102029d6dc2
476ce623-c9b9-4725-bf78-f06344a4b5ac,SAKS FIFTH AVE 624,SAKS FIFTH AVE,Saks Fifth Avenue,,FL,33431,USA,e6c9457e-531b-4a1b-9a20-9e07b0ffafd8
47bbbc41-4149-4477-bc1c-365c1676d0c8,REGALCINEMASUNLIMITED,REGALCINEMASUNLIMITED,Regal Cinemas,,TN,379200000,USA,1d3b9b36-7482-4f66-8533-04505ae9570e
47e1a2ab-f60c-44b1-a1f6-c1a9d6e13c80,BC *UBER CASH,,BC *UBER CASH,,DE,198090000,USA,
48c61543-0b37-4e1e-9220-fda05cbca7e7,Dick's Sporting,DICK S SPORTING,Dick'S Sporting Goods,Waco,TX,,,b8ebe955-2f56-410a-9608-0b14e70bbe56
48e53fd3-1a09-4b9b-a1d7-d5f1f331113a,PUBLIC.COM* 2025-04-15,PUBLIC COM,Public.Com,,NY,10013,USA,5184b4a7-b99b-4e82-a057-abc1a4f834d6
48fa0b6d-05d8-4d60-8988-237409efbca6,LONGHORN,LONGHORN,Longhorn Steakhouse,,GA,30361,USA,54e2404b-32f1-49f4-97f4-f6805ac4b4df
49d0d245-5f22-4d1a-aee7-7219eb013d63,WMT PLUS Dec 2024,,WMT PLUS Dec 2024,,05,72716,USA,
4a0cf033-30af-4a7a-97ef-bc38a37b59d4,Dd *Doordash Burgerkin Doordash.com,DOORDASH,Doordash,,CA,,US,af07a9f0-ed11-4643-ac0d-cb508f0b8ad5
4a9593fe-1bc3-4944-8237-ddfece86b7e4,TRADER JOE S #638,TRADER JOE S,Trader Joe'S,,PA,,USA,6f7809ab-f60d-49fd-bc8e-d764968ef2ee
4b0113d5-16bc-46e6-8a04-c86811c90986,Sam s Club,SAM S CLUB,Sam'S Club,,NC,28203,USA,7d9779f0-31b5-450c-879f-5f3e6d8d73bb
4b532f48-2fb8-4d13-97d7-6b09fe18f77a,WALMART.COM,WALMART COM,Walmart,,AR,,USA,b44e177a-7699-4b7b-9e48-0aa438f3edef
4c029e4e-a004-4807-b451-ec48aa93339e,000000000240548 WAL-M,WAL M,Walmart,Lawrenceville,GA,,,b44e177a-7699-4b7b-9e48-0aa438f3edef
4c3f024c-7eb1-41a3-af97-767a388780ce,Dick's Sportinggoods,DICK S SPORTINGGOODS,Dick'S Sporting Goods,Rochester,NY,,,b8ebe955-2f56-410a-9608-0b14e70bbe56
4c962c63-d288-49a2-96db-0e68c1b53152,ATT*BILL PAYMENT,ATT,At&T,,TX,75202,USA,47a0ced9-0ab8-4832-b812-20a8a8f57e87
4d16cdf7-5470-4e39-af66-d823e273fa20,STAPLES 1215,STAPLES,Staples,,KY,40504,USA,b823b323-cde1-4edc-8c84-f7d7520aed5e
4e503604-231d-4a83-b4c4-653dd5243457,KROGER #639,KROGER,Kroger,,AR,,USA,78ae4727-267a-48f4-81fa-957896f77017
4ee0803c-b7eb-4f41-84ca-9b535f5764d7,ExxonMobil,EXXON,Exxonmobil,Sylvan Lake,MI,48320,,7096784d-8a26-4a02-b4ad-51212289b05b
4efea65a-68f9-42fa-8490-126c0fb707fb,DAIRY QUEEN #10319 OLO,DAIRY QUEEN OLO,Dairy Queen,,CA,907030000,USA,dfd5e19a-546d-4662-aebc-e5b87b0c6a18
4f0f2acd-5a6c-4778-b565-618791b6f8e1,Abercrombie Kids,ABERCROMBIE KIDS,Abercrombie & Fitch,,TX,,,100b54da-1090-43cf-a740-13181be51d00
4f3662a7-bdc4-4af3-9760-c022bd361cf7,Dd *Doordash Tacobell Doordash.com,DOORDASH,Doordash,,CA,,US,af07a9f0-ed11-4643-ac0d-cb508f0b8ad5
4f73f52d-bc98-4dc6-a562-da3a5f90b651,Debit Card purchase DILLONS #0039 EMPORIA KS #7475,DEBIT CARD PURCHASE DILLONS EMPORIA KS,Dillons,Emporia,KS,,,573d2f19-284d-49df-9684-5c5cb360607a
504f1639-8f43-48e3-bb89-3411f76e0b5f,eBay O*27-11231-68422,EBAY O,Ebay,,06,95131,USA,619e0c0f-7b7f-41a0-84d5-1920a88e5eff
50a25507-e012-4208-a93f-a2d9b25d16c2,FOOD LION #1226 14641-,FOOD LION,Food Lion,,VA,22192,USA,7a8748f9-92f2-4707-bce0-fc112761b4a1
50f7ed8d-88ad-49b4-9d19-89f47819ee7b,WINGSTOP 1810 OLO,WINGSTOP OLO,Wingstop,,CA,,USA,78bbef3f-7501-4a9c-9ed0-3f70e04ddfa4
5129cc9a-0f11-4807-b0f9-1655009f679e,NNT WWW.TARGET.COM 762301,NNT WWW TARGET COM,Target,,MN,,USA,5708f213-3880-4f90-9670-0d9d70430050
5168a0db-7df1-4144-a0c8-be4ab2523360,DD *DOORDASH SONICDRIV DOORDASH.COM,DOORDASH,Doordash,,CA,,,af07a9f0-ed11-4643-ac0d-cb508f0b8ad5
5177eaa7-3d24-4d92-b67b-9e656ce85a36,Purchase DD *DOORDASH MOESSOUTH +16506819470,,Moe's Southwest Grill,,CA,,US,
51afe2db-13e2-4d7b-9a65-d1e16e9de1f2,WALMART.COM,WALMART COM,Walmart,,AR,72716,USA,b44e177a-7699-4b7b-9e48-0aa438f3edef
5209c4b4-d8e2-42b2-bb44-4a7c93860ffc,Tesla Property  Casua,TESLA PROPERTY CASUA,Tesla,,CA,94538,USA,6cd60727-a74a-451a-beae-62209474ad8b
52b3c536-862f-4e48-8275-fc01e09c00ac,Dick's Sportinggoods,DICK S SPORTINGGOODS,Dick'S Sporting Goods,Springfield,MA,,,b8ebe955-2f56-410a-9608-0b14e70bbe56
533daa62-7a9e-4802-b771-0c7750cf0099,UNITED      0164297951655,UNITED,United,,TX,77002,USA,af39c417-7703-49e2-8f65-65844f01ceb0
535951a8-ef34-49b2-9ac9-cba9b533964d,ULTA.COM,ULTA COM,Ulta Beauty,,IL,60446,USA,17f9e267-684b-44b2-b72a-5f7f28b1b9e4
54238ae1-0f45-42d8-b3db-f727c9fe45be,BUFFALO WILD ECOM 0628,BUFFALO WILD ECOM,Buffalo Wild Wings,,TX,799120000,USA,e97f7c74-dd41-4c85-98a7-8e7a2f37d9d0
54dda20f-d3e7-4445-bb7c-61177cdd0393,GRUBHUB*SUBWAY,GRUBHUB,Grubhub,,NY,100180000,USA,3227611f-5e2a-4428-8dbc-08569e968515
55bd75ed-7dbc-41d5-ab3c-e229417391a5,LYFT   *1 RIDE 04-16,LYFT,Lyft,,CA,94104,USA,7507548b-589a-4350-920c-96ec5fa86468
561e67e1-1c65-45ae-934e-1f63046620fb,DELTA,DELTA,Delta Air Lines,,NY,95131,USA,f3677d26-ebe2-4a7a-bcb3-a5ed3f2b551b
5628696d-c7de-4615-b603-9845bccc03d1,DD/BR #342011,DOORDASH,Doordash,,IL,60503,USA,af07a9f0-ed11-4643-ac0d-cb508f0b8ad5
566b0164-d8c8-4d6f-8231-ccdee5e781eb,Purchase DD *DOORDASH JERSEYMIK,,Jersey Mike's Subs,,CA,,US,
572a9c6c-bc2c-47c2-8dd4-fdd6ce483fe7,PANERA BREAD #606169 O,PANERA BREAD O,Panera Bread,,FL,32306,USA,0afb7f85-ea84-4b73-85ee-e39980c931c2
577ae87f-a5bb-4fb9-8e60-1e37180a4c73,WMT PLUS Dec 2024,,WMT PLUS Dec 2024,,AR,72716,USA,
57a2c90d-9c7a-4bcc-a5be-a805327c7f51,HLU*HULUPLUS hulu.com/bill,HLU,Hulu,,CA,,,c82b44e2-e870-4e86-bde3-1782b8d4e8cd
57d55c69-7872-4d5a-b104-f35d4f873585,Etsy,ETSY,Etsy,,36,11201,USA,61d2fdd9-3b4c-4510-ad54-daf4ee7d1750
580e6023-431c-4a66-bb19-7459d6aedea3,DUNKIN' MOBILE AP,DUNKIN MOBILE AP,Dunkin',,MA,02021,USA,38c51a81-748f-458c-9b02-71c0c49f286a
5852374c-124c-460c-aa92-0a450b779c0b,FIVE GUYS NY 1238 ECOM,FIVE GUYS NY ECOM,Five Guys,,NY,10025,USA,b001914d-bf46-43f7-8daf-8190fd5e6e43
5877cb94-01a5-4307-843d-f340281638b5,Amc Tbc,AMC TBC,Amc Theatres,,TX,,,b575cdc0-5dd8-4549-86a1-c52d8bc593df
58d66c63-5cd6-4d20-9965-ac137b0eef65,Buffalo Wild Wings,BUFFALO WILD WINGS,Buffalo Wild Wings,Opelika,AL,36801-,,e97f7c74-dd41-4c85-98a7-8e7a2f37d9d0
58d7d9b4-1b75-4b02-8522-8b15c158888f,Klarna*balance top-u,KLARNA,Klarna,,OH,43215,USA,633a1451-a94c-47a0-9cd0-3fa2dd41ea16
58e7aa43-8ab9-4b98-a1e5-fb6de31c5fea,Farfetch.com,FARFETCH COM,Farfetch,,CA,90017,USA,547a4685-a1dc-4c9b-b8d7-ff734465c02e
58f22f53-aebf-47cf-9d52-f4d1d05aa7ed,Purchase DD *DOORDASH BURGERKIN,,Burger King,,CA,,US,
59f9b21c-f38a-435e-9ee2-0054a933c674,Domino's,DOMINO S,Domino'S,Lebanon,MO,65536-,,8f2bd73f-2847-488a-b720-ee5d6a5631b3
5aadc2ec-fcc6-40e2-a6d1-50f0d6d952e0,Dd *Doordash Pizzahut Doordash.com,DOORDASH,Doordash,,CA,,US,af07a9f0-ed11-4643-ac0d-cb508f0b8ad5
5ae12fae-43c5-435a-9c6e-ffa826e7c867,Etsy.com*Sunflowerlove,ETSY COM,Etsy,,NY,11201,USA,61d2fdd9-3b4c-4510-ad54-daf4ee7d1750
5b6c1488-d14a-4058-8885-9f42348bfc1c,TM *SEATTLE MARINERS-S,TM,Ticketmaster,,CA,90028,USA,5fd8fa54-4876-4e8b-9a6a-3e515b98b998
5b7a0d34-6258-4100-9adc-ef30d4a0b695,CHICK-FIL-A #04792,CHICK FIL A,Chick-Fil-A,,LA,70404,USA,3cf2e099-45dd-494a-9a8e-c93b61ed4146
5baed9f6-b227-4486-96f3-5b3fc0e24034,Walmart,WALMART,Walmart,Middlefield,OH,44062,,b44e177a-7699-4b7b-9e48-0aa438f3edef
5bbe7dd2-fa07-4a4a-bc67-185f61f54bc4,WAL-MART #3520,WAL MART,H Mart,,34,070943654,USA,9af19142-a550-45f6-a17f-d32a9cb1cf81
5bd13fc7-c310-4c04-b15c-387592da1359,WAL-MART #3522,WAL MART,H Mart,,CA,917060000,USA,9af19142-a550-45f6-a17f-d32a9cb1cf81
5bdf11ad-7723-4090-a33c-494d50d4e873,ATT* BILL PAYMENT,ATT,At&T,,48,752110000,USA,47a0ced9-0ab8-4832-b812-20a8a8f57e87
5c1a2631-4c7e-4cd3-8fd3-e8de3742c33a,BEST BUY CO INC,BEST BUY CO INC,Best Buy,,27,554230000,USA,e7c22c18-09a6-4dee-b28d-41215f163ba2
5c447fe2-6461-4208-8241-2af90e5ba402,Purchase DD *DOORDASH HALALBROS +16506819470,,Halalbros,,CA,,US,
5cf7d22b-6e9e-4e2d-90aa-703ce6fb9878,WAL-MART #2503,WAL MART,H Mart,,NJ,07840,USA,9af19142-a550-45f6-a17f-d32a9cb1cf81
5db67f55-3ee8-436a-bdfa-0a4b655b41d8,STARBUCKS 10514,STARBUCKS,Starbucks,,NY,11542,USA,58d73886-a87e-49e5-8a72-b90f14bca106
5dfddea6-d29e-4147-9a5f-27b7794065f2,Walmart.com,WALMART COM,Walmart,,AR,,USA,b44e177a-7699-4b7b-9e48-0aa438f3edef
5e56dc85-a134-4530-977f-92fe727eebc6,LOWES #01192*,LOWES,Lowe'S,,NY,10962,USA,47bb20de-2923-410e-bb38-73638be33a72
5ec8b76e-5656-4b03-91c7-e1ca9a5e7ad9,Dunkin Donuts,DUNKIN DONUTS,Dunkin',Saint Louis,MO,,,38c51a81-748f-458c-9b02-71c0c49f286a
5f3deb6b-172c-4a10-af9f-242f18cba113,Etsy.com*OliviaAbbeyDe,ETSY COM,Etsy,,NY,11201,USA,61d2fdd9-3b4c-4510-ad54-daf4ee7d1750
